AURA33;buy;46.18
BBAS3;buy;28.00
BBSE3;buy;18.50
BRAP3;buy;42.15
CMIG4;buy;12.90
CPLE6;buy;5.92
CSAN3;buy;19.50
CSMG3;buy;12.50
ITSA4;buy;09.75
KLBN4;buy;3.90
SAPR11;buy;18.25
TAEE11;buy;35.50
TRPL4;buy;22.20
VBBR3;buy;20.90
WIZS3;buy;5.70
