TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
BRPR3;7,39;2,66;16,44;0,48;0,31;100,00;123,18;65,97;8,81;13,63;4,82;0,26;10,85;11,66;-0,34;1,56;2,94;1,90;2,86;0,65;0,35;0,03;-15,19;;26.995.815,27;15,29;0,45;-0,31;3.504.040.160,83
BRSR3;12,72;7,96;5,82;0,60;0,05;85,68;17,04;13,76;4,70;4,47;;;0,80;1,07;-0,06;2,07;10,34;0,91;;0,09;0,91;0,07;-5,25;0,33;84.857,68;21,16;2,19;-0,59;4.947.268.302,44
BRSR5;17,60;7,06;8,05;0,83;0,07;85,68;17,04;13,76;6,50;4,47;;;1,11;1,48;-0,08;2,07;10,34;0,91;;0,09;0,91;0,07;-5,25;0,33;4.622,22;21,16;2,19;-0,82;4.947.268.302,44
BRSR6;11,47;8,83;5,25;0,54;0,05;85,68;17,04;13,76;4,23;4,47;;;0,72;0,96;-0,05;2,07;10,34;0,91;;0,09;0,91;0,07;-5,25;0,33;22.639.333,62;21,16;2,19;-0,53;4.947.268.302,44
BSLI3;26,50;5,42;19,58;4,48;0,36;74,02;26,69;18,80;13,79;12,85;;;3,68;-1,28;-0,39;0,23;22,86;1,82;;0,08;0,92;0,10;-2,43;36,13;29.811,72;5,92;1,35;2,55;8.965.822.250,00
BSLI4;18,60;8,49;13,74;3,14;0,25;74,02;26,69;18,80;9,68;12,85;;;2,58;-0,90;-0,27;0,23;22,86;1,82;;0,08;0,92;0,10;-2,43;36,13;12.042,81;5,92;1,35;1,79;8.965.822.250,00
CAML3;9,90;6,47;7,94;1,35;0,59;21,20;7,62;5,77;6,01;8,06;2,05;0,46;0,46;1,66;-1,55;2,38;17,03;7,48;10,93;0,44;0,56;1,30;12,04;33,02;16.323.645,16;7,32;1,25;0,11;3.663.000.000,00
CARD3;18,49;2,71;14,31;2,50;1,44;30,92;17,38;11,13;9,17;9,57;0,41;0,11;1,59;40,89;-2,03;1,14;17,50;10,04;14,51;0,57;0,43;0,90;-0,29;23,22;7.738.062,68;7,38;1,29;0,35;772.882.000,00
CEBR3;21,07;90,00;0,92;0,81;0,70;-7,88;-212,61;-184,88;0,80;0,07;-0,74;-0,75;;0,96;-2,88;25,71;88,42;76,37;61,87;0,86;0,04;-0,41;-36,10;130,50;286.222,15;25,98;22,97;0,00;1.548.056.379,30
CEBR5;22,40;84,66;0,98;0,86;0,74;-7,88;-212,61;-184,88;0,85;0,07;-0,74;-0,75;;1,02;-3,06;25,71;88,42;76,37;61,87;0,86;0,04;-0,41;-36,10;130,50;241.698,61;25,98;22,97;0,00;1.548.056.379,30
CEBR6;21,88;95,34;0,95;0,84;0,73;-7,88;-212,61;-184,88;0,83;0,07;-0,74;-0,75;;1,00;-2,99;25,71;88,42;76,37;61,87;0,86;0,04;-0,41;-36,10;130,50;654.617,66;25,98;22,97;0,00;1.548.056.379,30
CEEB3;34,99;13,17;5,37;1,44;0,39;24,02;18,76;12,09;3,46;8,10;3,57;1,49;0,65;-14,72;-0,49;0,89;26,85;7,29;14,02;0,27;0,73;0,60;10,93;38,42;78.567,12;24,27;6,52;0,08;11.999.171.983,95
CEEB5;39,00;11,81;5,98;1,61;0,44;24,02;18,76;12,09;3,86;8,10;3,57;1,49;0,72;-16,41;-0,55;0,89;26,85;7,29;14,02;0,27;0,73;0,60;10,93;38,42;7.800,00;24,27;6,52;0,09;11.999.171.983,95
CEEB6;60,68;8,35;9,31;2,50;0,68;24,02;18,76;12,09;6,00;8,10;3,57;1,49;1,13;-25,53;-0,86;0,89;26,85;7,29;14,02;0,27;0,73;0,60;10,93;38,42;;24,27;6,52;0,14;11.999.171.983,95
CEGR3;60,05;2,26;41,60;13,91;4,26;30,70;18,29;10,83;24,64;25,80;1,16;0,65;4,51;-362,26;-6,01;0,96;33,44;10,24;19,70;0,31;0,69;0,94;-3,10;5,68;9.621,00;4,32;1,44;-79,28;15.591.245.806,60
CEPE3;125,26;2,37;21,62;4,94;0,76;17,15;11,00;5,06;9,95;14,83;5,73;2,85;1,09;-20,06;-1,06;0,88;22,87;3,53;10,41;0,15;0,85;0,70;8,76;86,62;92.909,67;25,33;5,79;0,20;8.548.133.903,93
CEPE5;29,25;10,13;5,05;1,15;0,18;17,15;11,00;5,06;2,32;14,83;5,73;2,85;0,26;-4,68;-0,25;0,88;22,87;3,53;10,41;0,15;0,85;0,70;8,76;86,62;10.327,00;25,33;5,79;0,05;8.548.133.903,93
CEPE6;28,05;11,62;4,84;1,11;0,17;17,15;11,00;5,06;2,23;14,83;5,73;2,85;0,25;-4,49;-0,24;0,88;22,87;3,53;10,41;0,15;0,85;0,70;8,76;86,62;2.924,33;25,33;5,79;0,05;8.548.133.903,93
CESP3;23,80;10,91;4,77;1,10;0,55;32,27;38,28;79,62;9,92;11,93;1,73;0,19;3,80;32,26;-0,59;1,35;23,09;11,61;-8,25;0,50;0,50;0,15;-8,26;;325.364,65;21,62;4,99;0,61;8.017.265.186,84
CESP5;30,50;11,04;6,11;1,41;0,71;32,27;38,28;79,62;12,71;11,93;1,73;0,19;4,86;41,35;-0,76;1,35;23,09;11,61;-8,25;0,50;0,50;0,15;-8,26;;4.644,67;21,62;4,99;0,79;8.017.265.186,84
CESP6;24,93;10,41;4,99;1,15;0,58;32,27;38,28;79,62;10,39;11,93;1,73;0,19;3,98;33,79;-0,62;1,35;23,09;11,61;-8,25;0,50;0,50;0,15;-8,26;;71.559.562,92;21,62;4,99;0,64;8.017.265.186,84
CGAS3;140,00;6,07;11,15;12,43;1,58;31,39;24,74;17,35;7,82;9,75;1,93;3,07;1,93;13,01;-2,40;1,55;111,49;14,16;25,20;0,13;0,87;0,82;4,74;18,95;23.515,55;11,26;12,56;0,47;18.552.882.180,00
CGAS5;150,98;6,19;12,02;13,40;1,70;31,39;24,74;17,35;8,43;9,75;1,93;3,07;2,09;14,03;-2,59;1,55;111,49;14,16;25,20;0,13;0,87;0,82;4,74;18,95;338.259,89;11,26;12,56;0,50;18.552.882.180,00
CGRA3;46,21;4,11;14,19;1,30;0,95;53,29;25,34;11,84;6,63;5,84;-0,84;-0,16;1,68;3,12;-1,86;2,64;9,18;6,69;15,95;0,73;0,27;0,57;3,76;6,48;83.275,76;35,48;3,26;-0,28;912.351.791,51
CGRA4;46,80;4,06;14,37;1,32;0,96;53,29;25,34;11,84;6,71;5,84;-0,84;-0,16;1,70;3,16;-1,88;2,64;9,18;6,69;15,95;0,73;0,27;0,57;3,76;6,48;746.457,32;35,48;3,26;-0,28;912.351.791,51
CIEL3;2,47;4,72;-42,36;0,68;0,08;28,00;2,19;-1,40;26,99;31,33;4,34;0,11;0,59;1,29;-0,57;1,08;-1,62;-0,19;-0,50;0,12;0,88;0,14;0,11;;91.451.141,35;3,61;-0,06;0,35;6.710.533.200,67
CLSC3;65,00;4,87;4,09;1,10;0,21;13,28;8,14;6,31;3,17;4,27;1,04;0,36;0,26;1,63;-0,33;1,57;26,85;5,16;12,55;0,19;0,81;0,82;4,67;36,24;23.359,30;59,21;15,90;0,06;2.555.546.768,40
CLSC4;68,43;5,09;4,30;1,16;0,22;13,28;8,14;6,31;3,34;4,27;1,04;0,36;0,27;1,72;-0,34;1,57;26,85;5,16;12,55;0,19;0,81;0,82;4,67;36,24;201.312,54;59,21;15,90;0,07;2.555.546.768,40
